int_no;x;y;rue_1;rue_2;street_1;street_2;date_;all_pedest;pi;fi;fli;fri;fti;cli;cri;cti;acc;ln_pi;ln_fi;ln_fli;ln_fri;ln_fti;ln_cli;ln_cri;ln_cti;tot_crossw;number_of_;avg_crossw;tot_road_w;median;green_stra;half_phase;any_ped_pr;ped_countd;lt_protect;lt_restric;lt_prot_re;parking;north_veh;north_ped;east_veh;east_ped;south_veh;south_ped;west_veh;west_ped;total_lane;of_exclusi;any_exclus;commercial;curb_exten;all_red_an;new_half_r;distdt;ln_distdt;traffic_10000;ped_100;borough;;
347;298881.03125;5040309.5;McTavish;Metcalfe/Sherbrooke;McTavish;Metcalfe/Sherbrooke;06/10/2009;0;20534.46484375;24600.123046875;1900.23706054688;2687.78784179688;20012.09765625;9701484;14010838;195288736;0;9.92986011505127;10.1105070114136;7.54973411560059;7.89647388458252;9.90409183502197;16.0877895355225;16.4553413391113;19.0899906158447;49.9000015258789;3;16.6000003814697;45.7999992370605;0;0;0;0;1;0;1;1;0.5;0;5856.81591796875;12868.1455078125;2862.27709960938;0;4919.11474609375;11731.9765625;6896.2568359375;4;0;0;0;0;0;0;376.140991210938;5.92996406555176;2.46001219749451;205.344650268555;Ville-Marie;;
3060;296544.6875;5044304.5;Boyer;Saint-Zotique;Boyer;Saint-Zotique;04/11/2009;0;2733.255859375;9900.9619140625;460.637908935547;789.140625;8651.18359375;326667.84375;493712.8125;6375162.5;1;7.91324901580811;9.2003870010376;6.13261222839355;6.6709451675415;9.06545066833496;12.6966991424561;13.1097087860107;15.6679201126099;50.2999992370605;4;12.6000003814697;44.2000007629395;0;0;0;0;1;1;1;1;1;0;944.276000976562;4762.3720703125;318.630920410156;1058.91662597656;1130.14404296875;4079.67358398438;340.204895019531;2;0;0;1;0;0;0;4894.41015625;8.49584865570068;0.990096211433411;27.3325576782227;Rosemont-La-Petite-Patrie;;
452;300579.3125;5040926.5;Jacques-Cartier (pl);Notre-Dame;Jacques-Cartier (pl);Notre-Dame;25/11/2008;0;1348.35363769531;5891.63623046875;260.930755615234;183.551284790039;5447.154296875;166973.96875;58120.1484375;4222746;3;7.20663976669312;8.68128871917725;5.56425523757935;5.21249389648438;8.60284900665283;12.0255928039551;10.9702682495117;15.2559957504272;24.7000007629395;2;12.3999996185303;23.2999992370605;0;0;0;0;1;0;1;1;0.5;0;0;3653.03051757812;79.5097961425781;237.536956787109;573.133117675781;2001.06896972656;695.710693359375;2;0;0;0;0;0;0;1505.83703613281;7.31710433959961;0.589163601398468;13.4835367202759;Ville-Marie;;
244;298169.46875;5037499;Notre-Dame;Saint-Henri (pl);Notre-Dame;Saint-Henri (pl);28/09/2006;0;1364.50830078125;10586.2451171875;1364.15869140625;988.080688476562;8234.005859375;321986.6875;280254.21875;2112420.25;2;7.21854877471924;9.26731109619141;7.21829319000244;6.89576387405396;9.01602840423584;12.6822662353516;12.5434522628784;14.5633449554443;66.1999969482422;4;16.6000003814697;39.2999992370605;0;0;1;1;0;0;1;1;0;1214.66186523438;377.233734130859;5821.033203125;131.492904663086;23.3588829040527;732.911254882812;3527.19116210938;122.870422363281;4;0;0;0;0;0;1;2930.38793945312;7.98289012908936;1.0586245059967;13.6450834274292;Sud-Ouest;;
440;300716;5042093;Panet;René-Lévesque;Panet;RenÚ-LÚvesque;07/05/2009;0;403.821350097656;23920.59375;597.177673339844;742.286254882812;22581.12890625;2699.47485351562;3355.42211914062;8982642;1;6.00097322463989;10.0824947357178;6.39221477508545;6.60973501205444;10.0248699188232;7.90081310272217;8.118332862854;16.0108051300049;79.0999984741211;3;26.3999996185303;74;1;0;0;0;0;0;1;1;0.5;0;4.52038812637329;12643.0517578125;140.132034301758;0;1.506796002388;11277.5419921875;257.662139892578;7;0;0;2;0;0;0;2376.97290039062;7.77358293533325;2.39205932617188;4.0382137298584;Ville-Marie;;
1458;292450.59375;5046660;Chambord;Fleury;Chambord;Fleury;28/10/2003;0;3671.70971679688;15575.4580078125;969.736389160156;1288.00891113281;13317.712890625;1155257;1295277.75;17323960;1;8.20841312408447;9.65345191955566;6.87702417373657;7.16085290908813;9.49685001373291;13.9598331451416;14.0742359161377;16.6676006317139;51.9000015258789;4;13;47.0999984741211;0;0;1;1;1;0;1;1;1;0;1451.07189941406;6808.046875;520.701232910156;1561.52429199219;972.486206054688;7205.88720703125;727.450317382812;2;0;0;0;0;0;1;9360.384765625;9.14424133300781;1.55754578113556;36.717098236084;Ahuntsic-Cartierville;;
196;298043.21875;5034598.5;Allard;La Vérendrye;Allard;La VÚrendrye;04/08/2009;0;56.9337882995605;26341.60546875;1342.58569335938;1056.24328613281;23942.77734375;12091.9638671875;44913.0078125;40092.734375;1;4.04188919067383;10.1789045333862;7.20235300064087;6.96247386932373;10.0834217071533;9.40029621124268;10.7124834060669;10.5989503860474;183.300003051758;3;61.0999984741211;56.0999984741211;1;0;0;0;0;0;1;1;0;1371.0302734375;53.5847396850586;13287.42578125;1.67452299594879;0;1.67452299594879;11683.150390625;0;6;0;0;2;0;0;0;5752.77490234375;8.65743732452393;2.63416051864624;0.569337904453278;Sud-Ouest;;
667;299430.8125;5044349.5;Iberville;Mont-Royal;Iberville;Mont-Royal;12/12/2007;0;439.068786621094;13462.1328125;477.581817626953;1562.78002929688;11421.7705078125;32385.3125;169550.140625;2801898.25;2;6.08465576171875;9.50763607025146;6.16873502731323;7.3542218208313;9.34327697753906;10.3854598999023;12.040904045105;14.8458080291748;70.8000030517578;4;17.7000007629395;53.9000015258789;0;1;0;1;1;1;0;1;1;9492.529296875;181.780075073242;2004.89794921875;39.1526298522949;0;89.4917297363281;1964.70532226562;128.64436340332;7;0;0;0;0;0;0;4129.68212890625;8.32595539093018;1.34621334075928;4.39068794250488;Plateau-Mont-Royal;;
42;296534.9375;5037001.5;Décarie;Maisonneuve/Upper Lachine;DÚcarie;Maisonneuve/Upper Lachine;29/04/2009;0;3645.55102539062;15936.259765625;5478.2724609375;2580.77075195312;7877.21630859375;1336712.625;2305465;15724628;1;8.20126342773438;9.67635154724121;8.60854530334473;7.85584306716919;8.97173023223877;14.1057243347168;14.6507930755615;16.5707397460938;52.0999984741211;3;17.3999996185303;48.2000007629395;1;0;1;1;0;1;1;1;0;1667.72534179688;1629.00305175781;4737.2783203125;151.076889038086;9531.255859375;1583.02307128906;0;282.448120117188;3;1;1;0;0;0;1;4212.1220703125;8.34572219848633;1.59362602233887;36.455509185791;C¶te-des-Neiges-Notre-Dame-de-Graces;;
1686;295564.78125;5045268.5;Normanville;Villeray;Normanville;Villeray;20/11/2003;0;2234.23901367188;12622.7236328125;961.448181152344;1813.86608886719;9847.41015625;499732.09375;1023772.375;11533194;1;7.71165609359741;9.4432544708252;6.86844110488892;7.50321578979492;9.19496440887451;13.1218271255493;13.8390054702759;16.2607402801514;56.0999984741211;4;14;48.4000015258789;0;0;0;0;0;1;0;1;1;2274.7666015625;361.804962158203;5317.7001953125;611.711486816406;9.91183662414551;686.310485839844;5020.34521484375;574.411987304688;2;0;0;0;0;0;0;6245.48876953125;8.73961448669434;1.26227235794067;22.3423900604248;Villeray-Saint-Michel-Parc-Extension;;
793;300425.09375;5045117;Davidson;Sherbrooke;Davidson;Sherbrooke;17/02/2009;0;1102.02905273438;31438.5703125;2305.78491210938;1753.14172363281;27379.64453125;655057.875;565939.1875;19379332;1;7.00490808486938;10.3557910919189;7.74317598342896;7.46916484832764;10.2175550460815;13.3924789428711;13.246241569519;16.7797183990479;67.9000015258789;4;17;57.7000007629395;0;1;1;1;0;1;1;1;0;2063.61547851562;187.621444702148;12938.4755859375;337.718597412109;2721.81982421875;175.771667480469;13714.66015625;400.917388916016;6;0;0;0;0;0;1;5032.85400390625;8.52374267578125;3.1438570022583;11.0202903747559;Mercier-Hochelaga-Maisonneuve;;
15139;276943;5038718;Harry-Worth;Pierrefonds;Harry-Worth;Pierrefonds;03/12/2008;0;325.987213134766;34796.80859375;1128.81042480469;1013.66424560547;32654.333984375;99078.625;77310.7109375;5782293;1;5.78685808181763;10.4572811126709;7.02892017364502;6.92132711410522;10.3937330245972;11.5036687850952;11.2555875778198;15.5703105926514;87.0999984741211;4;21.7999992370605;58.9000015258789;0;0;0;0;1;0;0;0;0;500.225372314453;95.7587432861328;15323.884765625;73.3471221923828;828.675231933594;52.9729232788086;18144.0234375;103.908424377441;6;2;1;0;0;0;0;22355.103515625;10.0148096084595;3.47968077659607;3.25987219810486;Pierrefonds-Roxboro;;
324;298938.125;5041248.5;Jeanne-Mance;Prince-Arthur;Jeanne-Mance;Prince-Arthur;01/04/2009;0;5737.6376953125;6801.89501953125;400.801513671875;1120.28918457031;5280.80419921875;756898.125;704594.3125;17325402;1;8.65480327606201;8.8249568939209;5.99346590042114;7.0213418006897;8.57183361053467;13.5369844436646;13.4653768539429;16.6676845550537;53.7999992370605;4;13.5;43;0;0;0;0;0;0;1;1;1;0;1888.46118164062;0;628.939697265625;4412.72705078125;2648.77197265625;2389.16796875;571.464782714844;1;0;0;0;0;0;0;1070.2060546875;6.9756064414978;0.680189490318298;57.3763771057129;Plateau-Mont-Royal;;
9155;297962.0625;5050799;Langelier;Robert;Langelier;Robert;19/03/2009;0;687.829528808594;21557.392578125;2680.95141601562;2311.1650390625;16565.275390625;533464.9375;372750.21875;4565802;1;6.53354120254517;9.97847366333008;7.89392709732056;7.74550676345825;9.71506404876709;13.1871490478516;12.8286638259888;15.3341045379639;50.7999992370605;3;16.8999996185303;50.9000015258789;1;0;0;0;0;0;0;0;0;9548.9638671875;188.652267456055;82.8167495727539;193.660736083984;9477.7021484375;86.8134384155273;2447.90893554688;218.703079223633;4;0;0;3;1;0;0;10652.90625;9.27358818054199;2.15573930740356;6.87829542160034;St-LÚonard;;
242;299873.1875;5039151.5;Montagne;William;Montagne;William;21/09/2009;0;1484.91491699219;12607.12890625;1194.33923339844;3592.6650390625;7820.12451171875;501404.90625;924253.9375;5358618;1;7.30311298370361;9.44201755523682;7.08534812927246;8.18665027618408;8.96445560455322;13.125168800354;13.7367420196533;15.4942169189453;49.5999984741211;4;12.3999996185303;42.0999984741211;0;0;0;0;0;1;1;1;1;3322.53979492188;228.448440551758;6789.78955078125;494.376708984375;2494.79907226562;235.587448120117;0;526.502258300781;2;0;0;3;0;0;0;1241.88903808594;7.12438869476318;1.26071286201477;14.8491487503052;Sud-Ouest;;
232;298997.8125;5038568.5;Georges-Vanier;Saint-Jacques;Georges-Vanier;Saint-Jacques;10/09/2009;0;1874.85375976562;13365.005859375;1627.35009765625;810.898010253906;10926.7578125;1157269.5;483847.125;11141974;1;7.53628587722778;9.50039482116699;7.39470815658569;6.69814205169678;9.29897022247314;13.961573600769;13.089524269104;16.2262306213379;64.6999969482422;4;16.2000007629395;52.9000015258789;0;0;0;0;0;0;1;1;1;3976.73266601562;314.836883544922;0;941.3623046875;1671.78283691406;261.314636230469;7716.49072265625;357.339874267578;3;0;0;0;0;0;0;1674.02197265625;7.42298460006714;1.33650064468384;18.7485370635986;Sud-Ouest;;
359;299138.84375;5040507.5;Président-Kennedy;University;PrÚsident-Kennedy;University;02/06/2009;0;22178.337890625;16145.166015625;1374.51843261719;2226.35815429688;12544.2890625;7100289.5;16028244;125212160;0;10.0068712234497;9.68937587738037;7.22585916519165;7.70812177658081;9.43702125549316;15.7756462097168;16.5898628234863;18.6455192565918;61.7999992370605;4;15.5;51.5;0;0;0;0;0;1;1;1;0;0;3522.0263671875;3488.74487304688;9131.3662109375;9762.6982421875;2533.033203125;2893.72290039062;6991.91162109375;2;0;0;3;0;0;0;303.602996826172;5.71572113037109;1.61451661586761;221.783386230469;Ville-Marie;;
1262;293282.28125;5043401;Acadie;Crémazie inter. Sud;Acadie;CrÚmazie inter. Sud;29/10/2003;0;2009.30407714844;52232.015625;45.3884468078613;16818.94140625;35367.68359375;45425.55078125;9210287;57545412;0;7.605544090271;10.8634510040283;3.81525802612305;9.73026084899902;10.4735536575317;10.7238302230835;16.035831451416;17.8680858612061;127.5;3;42.5;87.1999969482422;1;0;0;0;1;1;1;1;0;17318.212890625;1000.81750488281;0;7.66909980773926;20157.513671875;632.700744628906;14756.2880859375;368.116790771484;8;0;0;1;0;0;0;6758.328125;8.81853103637695;5.22320175170898;20.0930404663086;Mont-Royal;;
9840;295838.78125;5038250;The Boulevard;Victoria;The Boulevard;Victoria;31/10/2006;0;263.519012451172;20689.017578125;2025.89392089844;1799.53698730469;16863.5859375;147265.828125;107081.0234375;2267773.5;2;5.57412481307983;9.93735790252686;7.61376619338989;7.49528503417969;9.73291206359863;11.8999948501587;11.5813407897949;14.6343088150024;69.0999984741211;4;17.2999992370605;44.7999992370605;0;0;0;0;0;0;1;1;0;6317.6201171875;69.3471069335938;6313.0927734375;76.2818145751953;9.05427360534668;57.7892570495605;8049.25;60.1008262634277;6;2;1;0;0;0;0;3938.94604492188;8.27866840362549;2.06890177726746;2.6351900100708;Westmount;;
191;295342.34375;5041522;Van Horne;Vimy/Pratt;Van Horne;Vimy/Pratt;20/08/2009;0;899.525817871094;16809.548828125;1287.29528808594;1662.75646972656;13859.49609375;299369.90625;408366.96875;5079344;2;6.80186796188354;9.72970199584961;7.1602988243103;7.41623210906982;9.5367259979248;12.6094350814819;12.9199209213257;15.4406929016113;58.2000007629395;4;14.6000003814697;48.2999992370605;0;0;1;1;0;0;0;0;0.5;1720.22497558594;316.991577148438;6354.10498046875;84.6417236328125;1250.89855957031;240.648040771484;7484.31982421875;257.244476318359;4;0;0;0;0;0;1;4115.01220703125;8.32239723205566;1.6809549331665;8.99525833129883;C¶te-des-Neiges-Notre-Dame-de-Graces;;
1675;291435.25;5043892;Acadie;Liban/Olivier-Berthelet;Acadie;Liban/Olivier-Berthelet;29/09/2004;0;459.745574951172;41646.04296875;2282.115234375;1514.58764648438;37849.33984375;265606.21875;181101.828125;5201302;1;6.13067293167114;10.6369619369507;7.73285818099976;7.32289791107178;10.5413694381714;12.4897699356079;12.1068153381348;15.4644203186035;87.0999984741211;4;21.7999992370605;73;1;0;1;1;1;0;0;0;0.5;22104.79296875;114.936393737793;874.981384277344;143.670501708984;17264.251953125;21.550573348999;1402.01696777344;179.588119506836;8;2;1;1;0;0;1;8630.3505859375;9.0630407333374;4.16460418701172;4.59745597839355;Ahuntsic-Cartierville;;
103;294873.6875;5038067;Décarie;Snowdon inter. Ouest;DÚcarie;Snowdon inter. Ouest;27/08/2009;0;1201.58056640625;20786.37109375;693.453735351562;1741.29675292969;18351.62109375;96884.1484375;897508.875;8414945;1;7.091392993927;9.94205284118652;6.54168510437012;7.4623851776123;9.81747341156006;11.4812707901001;13.7073783874512;15.945520401001;34.9000015258789;3;11.6000003814697;41.2999992370605;0;0;0;0;0;0;1;1;0;17709.888671875;229.030548095703;1463.5322265625;11.6174917221069;0;194.178085327148;1612.95031738281;766.754455566406;3;0;0;2;1;0;0;4876.59814453125;8.49220275878906;2.07863712310791;12.0158052444458;C¶te-des-Neiges-Notre-Dame-de-Graces;;
817;297223.6875;5046711.5;13 e Avenue;Jean-Talon;13 e Avenue;Jean-Talon;07/04/2004;0;1364.03625488281;18862.248046875;749.351501464844;749.351501464844;17363.544921875;253293.765625;213197.671875;10647107;1;7.21820306777954;9.8449182510376;6.61920785903931;6.61920785903931;9.76212787628174;12.4423046112061;12.2699747085571;16.1807994842529;57.7000007629395;4;14.3999996185303;47.2000007629395;0;0;0;0;0;1;1;1;1;1300.66015625;455.914276123047;9998.490234375;363.248779296875;0;300.236236572266;7563.09765625;244.636932373047;4;0;0;0;0;0;0;6795.81689453125;8.82406234741211;1.8862247467041;13.640362739563;Villeray-Saint-Michel-Parc-Extension;;
825;297556.96875;5046535;13 e Avenue;Bélanger;13 e Avenue;BÚlanger;08/04/2004;0;1908.16918945312;15348.244140625;601.891967773438;1393.85498046875;13352.498046875;314087.875;966407.75;7543526;1;7.55389976501465;9.63875579833984;6.40007781982422;7.23982906341553;9.4994592666626;12.6574277877808;13.7813405990601;15.836199760437;55.5;4;13.8999996185303;45.2000007629395;0;0;0;0;0;1;1;1;1;1879.59240722656;439.211090087891;6890.07861328125;247.286911010742;0;970.693420410156;6578.5732421875;250.977767944336;3;0;0;0;0;0;0;6533.52197265625;8.78470134735107;1.53482437133789;19.0816917419434;Rosemont-La-Petite-Patrie;;
832;299328.0625;5048188.5;41 e Avenue;Beaubien;41 e Avenue;Beaubien;17/06/2004;0;1674.02368164062;14115.7412109375;513.028015136719;503.066284179688;13099.6474609375;110300.1875;295152.5;13083410;1;7.4229850769043;9.55504608154297;6.2403302192688;6.22072219848633;9.4803409576416;11.6109609603882;12.5952472686768;16.3868560791016;59.5;4;14.8999996185303;44.5999984741211;0;0;0;0;0;0;1;1;1;9.96170902252197;261.329467773438;7018.02392578125;878.673034667969;767.051574707031;405.250061035156;6320.7041015625;128.771041870117;3;0;0;1;0;0;0;7964.98388671875;8.98281002044678;1.41157412528992;16.7402362823486;Rosemont-La-Petite-Patrie;;
8743;283198.375;5040647.5;Gouin;Sainte-Suzanne;Gouin;Sainte-Suzanne;14/01/2009;0;513.384338378906;27604.716796875;1879.2890625;1600.79711914062;24124.630859375;278708.25;221682.59375;5466373;1;6.2410249710083;10.2257423400879;7.53864908218384;7.37825679779053;10.090989112854;12.5379209518433;12.3090019226074;15.5141258239746;74.5;4;18.6000003814697;46.5;0;1;0;1;1;0;0;0;0;1430.72570800781;158.545166015625;9825.8759765625;166.094940185547;367.779418945312;128.346084594727;15980.3349609375;60.3981590270996;4;0;0;1;0;0;0;16054.53125;9.68374633789062;2.76047158241272;5.13384342193604;Pierrefonds-Roxboro;;
1570;300509.09375;5045629.5;Sherbrooke;Valois;Sherbrooke;Valois;22/05/2009;0;1328.19775390625;26295.171875;541.971801757812;791.9658203125;24961.234375;229621.265625;371577.5625;24037230;1;7.19157791137695;10.1771411895752;6.29521417617798;6.67451810836792;10.1250791549683;12.3441867828369;12.8255128860474;16.9951133728027;55.7999992370605;3;18.6000003814697;29.2999992370605;0;0;1;1;0;1;1;1;0;931.275451660156;365.215362548828;13471.0517578125;449.495849609375;0;0;11892.845703125;513.486572265625;6;0;0;2;0;0;1;5550.916015625;8.62171840667725;2.62951707839966;13.2819776535034;Rosemont-La-Petite-Patrie;;
1215;287234.4375;5043459;Bocage;Laurentien;Bocage;Laurentien;04/12/2008;0;215.665283203125;40765.01953125;6211.42041015625;11048.5498046875;23505.046875;187792.6875;114311.2109375;1516029.25;1;5.37372779846191;10.6155796051025;8.73414516448975;9.31005382537842;10.0649700164795;12.1430940628052;11.6466798782349;14.2316045761108;82.4000015258789;3;27.5;70.4000015258789;1;0;0;0;0;1;1;1;0;21081.80859375;10.0778169631958;10912.0556640625;30.2334518432617;8769.2841796875;54.4202117919922;1.86978304386139;120.933807373047;7;1;1;2;0;0;0;12440.8720703125;9.42874240875244;4.07650184631348;2.15665292739868;Ahuntsic-Cartierville;;
8851;293639.4375;5050537.5;Gariépy;Henri-Bourassa;GariÚpy;Henri-Bourassa;22/04/2009;0;2822.8388671875;53290.9609375;1687.27661132812;23791.96875;27811.71484375;824189;11360907;38774452;0;7.94549798965454;10.8835220336914;7.43087100982666;10.0771026611328;10.2332134246826;13.6221551895142;16.2456893920898;17.4732723236084;108.5;4;27.1000003814697;95.3000030517578;1;0;0;0;0;0;1;1;0;3069.55322265625;988.568359375;14679.111328125;397.397918701172;19318.6328125;440.093566894531;16223.6630859375;996.779052734375;7;1;1;2;0;0;0;11739.666015625;9.37072849273682;5.32909631729126;28.2283878326416;MontrÚal-Nord;;
3527;301076.75;5042280;Papineau;Ville-Marie;Papineau;Ville-Marie;24/04/2009;0;925.481018066406;84386.0859375;0;7860.91015625;76525.171875;0;1000459.375;56309844;0;6.83031415939331;11.3431577682495;0;8.96965789794922;11.2453746795654;0;13.8159704208374;17.8463802337646;157.5;4;39.4000015258789;82.5;1;1;0;1;0;0;1;1;0;8204.5888671875;67.3077087402344;41493.765625;674.759826660156;7038.46435546875;53.8461685180664;27649.265625;129.567337036133;8;0;0;0;0;0;0;2751.98803710938;7.92007875442505;8.43860816955566;9.25481033325195;Ville-Marie;;
898;297983.25;5047231.5;Bélanger;Pie-IX;BÚlanger;Pie-IX;20/11/2008;0;0;52277.98828125;1346.34228515625;2704.15258789062;48227.4921875;0;0;0;11;0;10.8643312454224;7.20514678955078;7.90254402160645;10.7836847305298;0;0;0;88.4000015258789;4;22.1000003814697;76.3000030517578;1;1;0;1;1;0;1;1;0;20351.09765625;0;9153.7509765625;0;12321.2109375;0;10451.927734375;0;6;0;0;2;0;0;0;7120.47607421875;8.87072944641113;5.22779893875122;0;Villeray-Saint-Michel-Parc-Extension;;
1603;290817.96875;5043774.5;Acadie;Place de l'Acadie;Acadie;Place de l'Acadie;28/09/2004;0;459.042510986328;37358.15234375;418.790740966797;358.24267578125;36581.1171875;74425.3046875;75800.53125;9052093;1;6.12914323806763;10.5283060073853;6.03737115859985;5.8812108039856;10.507287979126;11.2175512313843;11.235860824585;16.0185070037842;70;3;23.2999992370605;64.5999984741211;1;0;0;0;1;1;1;1;0;21166.591796875;35.8626976013184;0;0;15954.4130859375;211.589904785156;237.146560668945;211.589904785156;7;1;1;0;0;0;0;9146.5849609375;9.12113571166992;3.73581528663635;4.59042501449585;Ahuntsic-Cartierville;;
16043;294503.03125;5052444.5;Léger;Sainte-Colette;LÚger;Sainte-Colette;13/03/2009;0;152.175582885742;23929.044921875;1762.27770996094;973.994323730469;21192.7734375;39996.08203125;67347.9765625;1759048.625;2;5.02503490447998;10.0828475952148;7.47436189651489;6.88140487670898;9.96141624450684;10.5965366363525;11.1176280975342;14.3802843093872;82.8000030517578;3;27.6000003814697;52.0999984741211;1;0;0;0;0;1;1;1;0;23.7077732086182;0;11239.4599609375;70.8999862670898;1833.40112304688;69.1707229614258;10832.4765625;12.1048755645752;6;1;1;1;0;0;0;13109.0498046875;9.48105812072754;2.39290452003479;1.52175581455231;MontrÚal-Nord;;
16045;294433.59375;5052273.5;Léger;Salk;LÚger;Salk;12/03/2009;0;464.117980957031;23140.5390625;878.242736816406;612.458740234375;21649.837890625;97339.421875;71301.21875;5161954;1;6.14013910293579;10.0493412017822;6.77792310714722;6.41748189926147;9.98275279998779;11.4859590530396;11.1746692657471;15.456826210022;107.900001525879;4;27;73.0999984741211;1;0;0;0;0;0;0;0;0;912.91015625;76.796501159668;11370.931640625;93.4913940429688;677.941711425781;148.584533691406;10178.755859375;145.245559692383;6;0;0;0;0;0;0;12975.5048828125;9.47081851959229;2.31405401229858;4.64118003845215;MontrÚal-Nord;;
214;297681.9375;5034123.5;La Vérendrye;Pont Stephens;La VÚrendrye;Pont Stephens;07/07/2009;0;498.733245849609;39600.50390625;7642.92822265625;7146.5;24811.076171875;1462203.625;581223.75;11611935;1;6.21207094192505;10.586597442627;8.94153594970703;8.8743782043457;10.1190452575684;14.1954545974731;13.2728910446167;16.2675437927246;61.5999984741211;3;20.5;57.7000007629395;1;0;0;0;0;0;1;1;0;0;0;16638.623046875;182.507461547852;7200.279296875;30.7190761566162;15761.6005859375;285.506713867188;6;0;0;0;0;0;0;6298.06689453125;8.74799823760986;3.96005034446716;4.98733234405518;Verdun;;
12453;289041.6875;5039940.5;Cavendish;Côte-Vertu;Cavendish;C¶te-Vertu;16/04/2009;0;984.461486816406;55815.65234375;9907.806640625;11098.8349609375;34809.01171875;2275659;2192526.25;14979791;0;6.89209508895874;10.9298095703125;9.20107841491699;9.31459522247314;10.4576320648193;14.6377801895142;14.600564956665;16.5222129821777;235.899993896484;4;59;186.100006103516;1;0;1;1;1;1;0;1;0;8443.712890625;386.636688232422;16356.7890625;155.954299926758;16440.064453125;272.920013427734;14575.087890625;168.950485229492;8;4;1;0;0;0;1;10209.5830078125;9.23108196258545;5.58156538009644;9.84461498260498;Saint-Laurent;;
734;301381.71875;5046605.5;Hochelaga;Leclaire;Hochelaga;Leclaire;06/05/2009;0;1041.82482910156;20503.611328125;339.942626953125;595.369140625;19568.30078125;97802.96875;189504.15625;12188019;1;6.94872903823853;9.9283561706543;5.82877683639526;6.38918209075928;9.88166618347168;11.4907102584839;12.1521663665771;16.3159637451172;72;4;18;60.2999992370605;1;0;0;0;0;0;1;1;1;3.75627207756042;289.395782470703;10324.1142578125;336.612976074219;967.240112304688;124.897125244141;9208.5009765625;290.918914794922;4;0;0;0;0;0;0;6728.9560546875;8.81417560577393;2.05036115646362;10.4182481765747;Mercier-Hochelaga-Maisonneuve;;
1130;295747.3125;5043653;Clark;Mozart;Clark;Mozart;23/09/2003;0;1456.025390625;20475.3359375;1629.751953125;701.348327636719;18144.234375;454875.59375;289268.875;13839813;1;7.28346586227417;9.92697620391846;7.39618301391602;6.55300521850586;9.80610847473145;13.0277786254883;12.5751123428345;16.4430599212646;53.2999992370605;4;13.3000001907349;44;0;0;0;0;0;0;1;1;1;17745.626953125;459.042510986328;1327.01159667969;243.866333007812;5.04567193984985;312.005462646484;1397.65100097656;441.111145019531;2;0;0;0;0;0;0;4899.85791015625;8.49696159362793;2.04753351211548;14.5602540969849;Rosemont-La-Petite-Patrie;;
448;300348.09375;5041359;La Gauchetière;Saint-Denis;La GauchetiÞre;Saint-Denis;30/04/2009;0;3778.642578125;11978.0654296875;147.183990478516;1638.39013671875;10192.4912109375;78426.0859375;1852476.5;14464793;1;8.23711967468262;9.39083194732666;4.99168300628662;7.40146923065186;9.22940731048584;11.2699117660522;14.4320335388184;16.4872283935547;42.2999992370605;4;10.6000003814697;40.2000007629395;0;0;0;0;0;0;1;1;1;11387.392578125;841.50341796875;590.672607421875;1273.62683105469;0;532.843872070312;0;1130.66870117188;3;0;0;0;0;0;0;1581.24304199219;7.36596632003784;1.19780659675598;37.7864265441895;Ville-Marie;;
835;299508.46875;5048483;Assomption;Beaubien;Assomption;Beaubien;04/10/2006;0;1073.53662109375;20339.361328125;1514.70166015625;1456.9375;17367.72265625;440868;382808.4375;9312370;1;6.97871398925781;9.92031288146973;7.32297420501709;7.28409194946289;9.76236915588379;12.9965009689331;12.8552904129028;16.046854019165;61.9000015258789;4;15.5;51.2000007629395;0;0;0;0;0;0;0;0;0;4922.7802734375;223.426406860352;6058.806640625;201.628707885742;5449.07470703125;288.819488525391;3908.70043945312;359.662017822266;4;0;0;1;0;0;0;8263.203125;9.01956748962402;2.03393602371216;10.7353658676147;Rosemont-La-Petite-Patrie;;
267;297630.0625;5039428;Cedar;Côte-des-Neiges (diag. s-o);Cedar;C¶te-des-Neiges (diag. s-o);14/09/2004;0;3489.44018554688;56208.78125;1216.0068359375;13956.3271484375;41036.4453125;3003811;22255012;115006744;0;8.15749740600586;10.9368276596069;7.10332822799683;9.54368782043457;10.6222162246704;14.9153919219971;16.9180774688721;18.5605010986328;128.600006103516;4;32.2000007629395;81.5;1;1;0;1;1;0;1;1;0;19471.24609375;89.65673828125;7931.7958984375;297.660369873047;19309.78515625;3037.5703125;9495.9541015625;64.552848815918;6;0;0;0;0;0;0;1802.5400390625;7.49695205688477;5.62087821960449;34.894401550293;Ville-Marie;;
1463;300304.71875;5048081.5;Assomption;Saules des;Assomption;Saules des;18/05/2005;0;2653.70971679688;19140.234375;2512.76928710938;2584.74975585938;14042.7158203125;2467277;2198725.25;10511075;1;7.88371419906616;9.85954761505127;7.82914113998413;7.8573842048645;9.54985904693604;14.7186260223389;14.6033878326416;16.1679401397705;70.9000015258789;4;17.7000007629395;51.9000015258789;1;0;1;1;1;0;0;0;0.5;8009.4521484375;303.428039550781;1583.56811523438;1589.14001464844;8421.703125;411.427856445312;1125.51123046875;349.713684082031;6;0;0;0;0;0;1;7928.35888671875;8.97820091247559;1.91402339935303;26.5370979309082;Rosemont-La-Petite-Patrie;;
